business_id,google_place_id
ce9f2d83-ce90-47dd-b99e-b6fe3a02c72e,ChIJN9_nAIoBdkgR8L6Tmv8Aw2g
cede093d-6ed6-4c78-9e2b-e12f58779d1e,ChIJBcSdfE4NdkgRkdQCqcVMyu4
ceff99b2-7b1d-4558-938f-ce82a9b65caa,ChIJj6eCyJ-q2EcRMI__S2UVdS4
cfc2ba85-0bc3-4800-8f50-591f8d415395,ChIJBwi0sR8TdkgR5kYlpIOnbf0
d05e62ac-fb45-4dfb-9865-db7537f94c69,ChIJH4zTrJcfdkgRtauZ9J9fms4
d2a93d19-3929-488d-b265-bec05fe2b3c7,ChIJ_1hr8d0XdkgRyolkXG0otKA
d3407ccc-1cdd-45b5-9a6a-bca36376423f,ChIJtcyrE9AAdkgR8qVo7uzqYi4
d4399c82-e584-492e-97ac-315beaf6bcba,ChIJq5o4hFkAdkgRTyDCi6no3eY
d660020e-67e9-4f72-9938-3066a8d775e1,ChIJG_bRsGYDdkgRTYjv8QZtopg
d70dcdc8-e80a-4d18-a8ea-ea03637f672c,ChIJa8chy2ADdkgR7pcSaEynliE
d74e6296-079a-495e-804f-ec553906431b,ChIJB25WNPQNdkgRkwkD6aoVGWA
d7ded42c-4b82-4a78-a590-02fae1f11c1a,ChIJ71CTpAcddkgRmKE1Ym_Fqo8
d97c4b3e-2359-4100-b7b2-544ee97512ab,ChIJp3vK-gGl2EcR3WrYi3AKV6o
de54e139-a99c-436b-acd0-bb3f71864efa,ChIJNX52deRrdkgRsBiaqTeOGJ0
def60221-3519-41d7-bdae-d4bce7254181,ChIJrYSGMiIFdkgRl0WgS6hD3EY
e30e56f0-f9d5-4ba7-97cc-583a660b8c73,ChIJlTZXwsgMdkgRWKHLZ-3Krq4
e4fcac54-a78a-4522-b017-fe9652dfa866,ChIJfYoycBJV30cRDV1PgKlk-zg
e6669a67-aea4-422b-a02b-042a3dadfb93,ChIJ5x_HuOAPdkgRHx2w3DY0RV0
e87efa8d-c782-4959-8530-ad527bda4382,ChIJW45BAb4NdkgRlg6iW9xY7B0
e98a851e-4bfe-4bf5-9244-4b5068efbc18,ChIJX1ZyO4MXdkgR2X1UkIS6PlE
eb4677b8-be70-4e6b-805e-3bd5c2bbda92,ChIJMXcXviYQdkgRveEMS2eQypk
ebdd94d1-c7cd-4fa3-a3b1-032d138f132e,ChIJHRuIktCt2EcREIfoFWCwyEY
ec0c4476-8a95-4ce0-a28e-870396d35a08,ChIJoUbUQ3IFdkgRgfNg6kMc6QY
ed9a2b44-c4a1-49a4-8311-34ce6d222288,ChIJeei1lru72EcRV73hZzlHsKE
efab2ef1-627a-453b-8c99-d912dfd263d5,ChIJ-SB7cXwQdkgRZpn6EqGjTyk
f12dc085-9d22-416f-a97c-caddba24bede,ChIJIbYWfv0ddkgRU3EBb-xkipE
f74fb4a6-c99f-47b1-b758-f7d62417529a,ChIJe2M9BCCl2EcReSm6_1g54QQ
f7fa894b-fccd-44f8-b473-4407fd84f954,ChIJRcBQY6MHdkgR61Wjop4x7wE
f808211c-5054-4231-ba7c-6a3af4fbe7b7,ChIJBdiIavAZdkgR3_5yyPpuwiI
f838fce8-dd60-4d3f-a95b-d65cc98de55d,ChIJYXn_f0IFdkgRmHtjYkVVHIU
fb432ad7-435a-40aa-ba93-bb1b32faef66,EhdBZ2F0ZSBSZCwgTG9uZG9uIFc2LCBVSyIuKiwKFAoSCdEPQlHJD3ZIEQ-BkPc0sabqEhQKEgnz8xe3Wxt2SBEKsgA5eS6RSQ
fb643932-6e95-493e-ba96-a638b1b675c1,ChIJV53SyTEFdkgR-Te-tH4L6HE
fbd88827-5da7-4265-ba17-ba8b049f7569,ChIJGbEMtMcXdkgR6fkj5LX-MWU
fe1b5b0b-bf61-49c1-89a7-9dcf9b87a68b,ChIJJVSTzuAZdkgR4Kn5hDUS_ug
fe64e76a-6075-4295-987f-4c8192e64b0f,ChIJZZ9rLy6s2EcRi99REIkOVfM
ff1124f4-fc7b-4609-b251-416b7a6a04fd,ChIJM0lybG4JdkgRMVHyWMZz1bs
